id,name_en,name_zh,team,league,year,g,pa,ab,h,2b,3b,hr,r,rbi,bb,ibb,hbp,so,avg,slg,obp,ops,sb,cs,sh,sf
eb5c049b-93b6-4541-bd66-449cad5e215d,Tai-Shan Chang,NULL,統一7-ELEVEn獅,CPBL,2013,119,505,470,136,31,1,9,58,90,26,4,4,53,0.289,0.417,0.329,0.746,1,1,0,5
ff3dbb9b-14d3-4071-99d1-8af075c19d35,Chih-Kang Kao,NULL,統一7-ELEVEn獅,CPBL,2013,90,316,284,88,15,0,1,47,30,22,0,5,38,0.31,0.373,0.366,0.739,5,2,2,3
0767c549-9794-4aae-a66f-23a04d4d995d,Chin-lung Hu,NULL,義大,CPBL,2014,115,505,463,162,27,4,5,81,55,33,1,0,35,0.35,0.458,0.391,0.849,12,2,6,3
0e6ccd7c-06b4-4519-bde3-46e5823b045b,Hsiao-Yi Kao,NULL,義大,CPBL,2014,40,156,147,39,4,1,0,19,11,6,0,0,30,0.265,0.306,0.294,0.6,5,1,3,0
1342e0b4-8270-4a9f-acec-6d4ee9c6951c,Yi-Chuan Lin,NULL,義大,CPBL,2014,119,520,465,161,32,1,14,81,88,44,4,1,33,0.346,0.51,0.398,0.907,1,0,2,8
20f44ff5-98e1-410c-900f-75fe67ace146,Yung-Han Chang,NULL,義大,CPBL,2014,86,299,270,79,11,1,2,28,34,19,0,6,62,0.293,0.363,0.349,0.712,1,2,1,3
2b8879ee-4e22-4f77-a361-943af49b8880,Ta-Hung Cheng,NULL,義大,CPBL,2014,97,360,312,93,14,1,1,39,35,33,2,6,49,0.298,0.359,0.372,0.731,20,10,5,4
2c4f1d1b-e984-47c2-9446-ea1fb012f5e3,Chien-Ming Chang,NULL,義大,CPBL,2014,112,484,448,134,16,1,1,58,44,24,0,3,46,0.299,0.346,0.335,0.681,3,3,3,6
365e400e-d635-4597-ac28-01613ac0172b,Wei-Ting Lin,NULL,義大,CPBL,2014,98,368,332,104,14,1,0,29,32,19,1,3,53,0.313,0.361,0.353,0.714,12,4,11,3
4238d480-a5d2-4e8c-bc27-81da816a69a5,Ko-Wei Fang,NULL,義大,CPBL,2014,48,120,112,33,5,0,1,10,11,4,0,1,22,0.295,0.366,0.325,0.691,0,0,3,0
437457b7-ff95-46e9-af03-fbeba0d4bea9,Chung-Chun Wu,NULL,義大,CPBL,2014,14,15,12,2,1,0,0,2,2,2,0,0,1,0.167,0.25,0.267,0.517,0,0,0,1
4ba579c9-8f6c-476e-bcc2-7cde528ba9c7,Yu-Ying Lin,NULL,義大,CPBL,2014,23,54,50,13,2,0,0,6,10,0,0,3,9,0.26,0.3,0.302,0.602,0,0,1,0
4db8ad8f-190e-4832-a2fc-bdeb6b7a452d,Kuo-Hui Kao,NULL,義大,CPBL,2014,52,220,188,58,14,0,18,43,57,29,3,3,42,0.309,0.67,0.409,1.079,6,0,0,0
537b63e1-c33e-473e-a9e3-fef8510176f8,Kuan-Wei Yang,NULL,義大,CPBL,2014,80,305,282,90,17,1,8,34,45,13,0,1,60,0.319,0.472,0.346,0.817,1,0,4,5
551b0aec-82be-4dda-a1a0-e545ebf2b923,Chien-Jung Su,NULL,義大,CPBL,2014,27,32,26,5,0,0,0,4,1,3,0,3,3,0.192,0.192,0.344,0.536,0,0,0,0
6931cb11-eedd-4755-95b8-f2424d2e224f,Donell Linares,NULL,義大,CPBL,2014,15,66,61,16,4,0,0,8,5,2,0,1,5,0.262,0.328,0.292,0.62,0,0,1,1
9149bbc4-26f6-4f2e-a303-3f5ead3497d7,Chao-Hang Cheng,NULL,義大,CPBL,2014,78,239,226,55,3,1,0,22,25,11,1,1,24,0.243,0.266,0.282,0.547,1,2,1,0
9242b6ab-539e-4b63-ad74-4c71e8c0a594,Chia-Chu Li,NULL,義大,CPBL,2014,1,3,3,1,0,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,0,0,0,0
a41d08f2-ad81-47f3-82cc-407e330c00a9,Tsung-Nan Lin,NULL,義大,CPBL,2014,67,213,189,48,6,2,0,19,18,18,0,1,34,0.254,0.307,0.319,0.626,3,1,3,2
acbc0f2d-99b8-4ba8-b1fb-e55328fbc81d,Chih-Pei Huang,NULL,義大,CPBL,2014,21,55,53,13,0,0,0,10,4,1,0,0,17,0.245,0.245,0.259,0.505,0,0,1,0
c6b53a20-b617-4bb9-9b05-a5df2816cab6,Hsien-Chang Lin,NULL,義大,CPBL,2014,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cc79be64-d4bd-4184-8fb2-952cc19cefa8,Kai-Lun Chen,NULL,義大,CPBL,2014,90,289,264,61,8,2,0,31,22,19,0,0,43,0.231,0.277,0.283,0.559,5,1,6,0
df02a76d-f543-4d52-98f0-a07ce9a8d57e,Shao-Pai Lan,NULL,義大,CPBL,2014,44,113,94,22,4,0,0,9,11,9,0,5,15,0.234,0.277,0.327,0.604,2,0,3,2
